0	0.1296
25	0.1296
50	0.1296
75	0.3136
100	0.3136
125	0.3136
150	0.3136
175	0.3136
200	0.4624
225	0.4624
250	0.480711
275	0.557511
300	0.598044
325	0.618844
350	0.661511
375	0.751111
400	0.751111
425	0.751111
450	0.751111
475	0.751111
500	0.751111
